Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),RxBt(V),Curr(A),Capa(mAh),Bat%(%),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,Rud,Ele,Thr,Ail,P1,P2,P3,SL1,SL2,SA,SB,SC,SD,SE,arm,SG,SH,SI,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2026-05-04,12:55:58.230,-69,-75,99,7,0,8,25,-78,100,9,15.3,0.0,0,0,53.759225 -1.545914,52.9,309.51,225,11,5,-356,387,0,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1396,1537,1694,1501,1500,1420,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:55:59.230,-64,-80,100,10,0,8,25,-65,100,13,15.3,0.0,0,0,53.759456 -1.546035,54.8,10.13,227,11,1,-132,430,70,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1377,1496,1715,1500,1500,1399,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:00.230,-77,-61,100,9,1,8,25,-56,100,11,15.3,0.0,0,0,53.759456 -1.546035,54.8,10.13,227,11,1,0,595,250,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1325,1472,1797,1500,1500,1344,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:01.230,-73,-61,100,10,1,8,25,-54,100,10,15.3,0.0,0,0,53.759667 -1.545769,56.2,49.50,229,11,0,1,602,44,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1384,1472,1801,1500,1500,1407,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:02.230,-76,-66,100,10,1,8,25,-60,100,11,15.2,0.0,0,0,53.759667 -1.545769,56.2,49.50,229,11,0,-1,638,171,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1348,1473,1819,1500,1500,1368,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:03.230,-72,-64,100,9,1,8,25,-61,100,11,15.2,0.0,0,0,53.759840 -1.545486,57.8,46.01,231,11,1,-6,633,136,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1358,1473,1816,1500,1500,1379,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:04.230,-72,-61,100,10,1,8,25,-57,100,10,15.2,0.0,0,0,53.759840 -1.545486,57.8,46.01,231,11,0,4,598,5,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1395,1471,1799,1500,1500,1419,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:05.230,-72,-62,100,10,1,8,25,-64,100,10,15.2,0.0,0,0,53.760025 -1.545191,56.5,42.04,234,11,0,-110,569,1,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1396,1492,1784,1500,1500,1419,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:06.230,-72,-53,100,10,1,8,25,-57,100,11,15.2,0.0,0,0,53.760025 -1.545191,56.5,42.04,234,11,3,-27,554,3,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1395,1477,1777,1501,1500,1419,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:07.230,-57,-59,100,11,0,8,25,-57,100,11,15.2,0.0,0,0,53.760217 -1.544898,59.7,39.61,235,11,4,0,582,402,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1276,1472,1791,1501,1500,1293,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:08.230,-67,-60,100,10,1,8,25,-53,100,11,15.2,0.0,0,0,53.760217 -1.544898,59.7,39.61,235,11,2,3,608,22,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1390,1472,1804,1500,1500,1413,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:09.230,-76,-60,100,10,1,8,25,-61,100,10,15.2,0.0,0,0,53.760473 -1.544674,56.0,19.03,238,11,8,-3,433,488,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1246,1473,1716,1502,1500,1261,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:10.230,-73,-66,100,10,1,8,25,-56,100,11,15.2,0.0,0,0,53.760473 -1.544674,56.0,19.03,238,11,4,-69,473,43,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1384,1484,1736,1501,1500,1407,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:11.230,-72,-79,99,10,0,8,25,-58,100,10,15.2,0.0,0,0,53.760729 -1.544544,58.6,9.56,237,11,1,-3,565,-41,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1411,1473,1782,1500,1500,1435,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:12.230,-86,-59,100,9,1,8,25,-61,100,11,15.2,0.0,0,0,53.760729 -1.544544,58.6,9.56,237,11,2,-15,573,46,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1383,1475,1786,1500,1500,1406,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:13.230,-86,-61,100,10,1,8,25,-67,100,11,15.2,0.0,0,0,53.760992 -1.544440,66.5,21.80,234,11,1,2,576,-7,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1398,1472,1788,1500,1500,1422,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:14.230,-86,-68,99,8,1,8,25,-68,100,13,15.2,0.0,0,0,53.760992 -1.544440,66.5,21.80,234,11,6,4,215,333,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1299,1471,1607,1501,1500,1317,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:15.230,-86,-59,100,10,1,8,25,-58,100,12,15.3,0.0,0,0,53.761273 -1.544103,72.3,40.34,231,11,153,1,199,340,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1297,1472,1599,1543,1500,1315,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:16.230,-78,-77,100,9,1,8,25,-76,100,11,15.3,0.0,0,0,53.761273 -1.544103,72.3,40.34,231,11,6,-187,288,-164,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1443,1505,1644,1501,1500,1469,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:17.230,-75,-70,100,8,1,8,25,-65,100,10,15.3,0.0,0,0,53.761523 -1.543703,66.1,51.93,230,11,6,-64,318,-7,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1398,1484,1659,1501,1500,1422,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:18.230,-77,-66,100,9,1,8,25,-62,100,12,15.3,0.0,0,0,53.761612 -1.543236,64.3,98.58,225,11,3,2,319,-315,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1488,1472,1659,1501,1500,1516,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:19.230,-77,-65,100,10,1,8,25,-68,100,11,15.3,0.0,0,0,53.761612 -1.543236,64.3,98.58,225,11,48,4,89,376,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1285,1471,1544,1513,1500,1302,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:20.230,-81,-80,99,9,1,8,25,-78,100,10,15.3,0.0,0,0,53.761440 -1.542788,64.2,134.57,222,11,7,7,-337,-6,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1398,1471,1332,1502,1500,1421,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:21.230,-85,-68,100,8,1,8,25,-70,100,10,15.4,0.0,0,0,53.761440 -1.542788,64.2,134.57,222,11,6,226,-1024,-5,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1397,1432,988,1501,1500,1421,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:22.230,-75,-60,100,10,1,8,25,-58,100,11,15.4,0.0,0,0,53.761196 -1.542551,55.3,166.05,221,11,4,-303,-883,0,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1396,1527,1059,1501,1500,1420,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:23.230,-71,-64,100,10,1,8,25,-64,100,10,15.5,0.0,0,0,53.761196 -1.542551,55.3,166.05,221,11,6,8,-849,-6,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1398,1471,1076,1501,1500,1421,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:24.230,-77,-74,100,9,1,8,25,-64,100,10,15.5,0.0,0,0,53.760985 -1.542555,60.9,207.88,211,11,4,22,-783,-146,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1437,1468,1109,1501,1500,1463,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:25.230,-79,-62,100,9,1,8,25,-56,100,10,15.5,0.0,0,0,53.760985 -1.542555,60.9,207.88,211,11,3,135,-738,-4,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1397,1448,1131,1501,1500,1421,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:26.230,-81,-72,97,10,1,8,25,-66,100,11,15.5,0.0,0,0,53.760748 -1.542871,64.7,220.31,202,11,3,-55,-692,-22,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1402,1482,1154,1501,1500,1426,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:27.230,-81,-57,100,10,1,8,25,-55,100,10,15.5,0.0,0,0,53.760748 -1.542871,64.7,220.31,202,11,4,2,-580,-180,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1447,1472,1210,1501,1500,1474,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:28.230,-73,-63,100,11,1,8,25,-54,100,10,15.5,0.0,0,0,53.760339 -1.543238,64.5,221.19,193,11,8,63,1024,-3,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1397,1461,2012,1502,1500,1421,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:29.230,-70,-51,100,10,1,8,25,-50,100,12,15.5,0.0,0,0,53.760339 -1.543238,64.5,221.19,193,11,5,-121,1024,-6,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1398,1494,2012,1501,1500,1421,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:30.230,-70,-46,100,11,1,8,25,-45,100,10,15.5,0.0,0,0,53.760275 -1.543586,64.7,221.88,186,11,2,-2,860,-3,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1397,1473,1930,1500,1500,1421,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:31.230,-74,-65,98,11,1,8,25,-78,100,7,15.1,0.0,0,0,53.760275 -1.543586,64.7,221.88,186,11,4,6,99,238,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1328,1471,1549,1501,1500,1348,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:32.230,-60,-68,100,10,0,8,25,-66,100,12,15.1,0.0,0,0,53.760044 -1.543978,68.3,222.44,186,11,5,9,960,134,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1359,1471,1980,1501,1500,1380,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:33.230,-62,-60,100,10,1,8,25,-56,100,11,15.4,0.0,0,0,53.760044 -1.543978,68.3,222.44,186,11,5,14,1024,150,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1354,1470,2012,1501,1500,1375,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:34.230,-58,-53,100,11,1,8,25,-44,100,9,15.4,0.0,0,0,53.759833 -1.544250,46.3,211.90,194,11,1,0,541,13,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1393,1472,1770,1500,1500,1416,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:35.230,-55,-52,100,10,1,8,25,-58,100,11,15.1,0.0,0,0,53.759833 -1.544250,46.3,211.90,194,11,6,-181,818,-2,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1397,1504,1909,1501,1500,1420,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:36.230,-57,-65,100,11,0,8,25,-56,100,10,15.1,0.0,0,0,53.759635 -1.544346,46.9,191.58,197,11,5,-175,276,84,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1373,1503,1638,1501,1500,1395,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:37.230,-57,-47,100,11,1,8,25,-44,100,12,15.0,0.0,0,0,53.759635 -1.544346,46.9,191.58,197,11,87,-180,335,220,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1334,1504,1667,1524,1500,1354,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:38.230,-66,-60,100,11,1,8,25,-58,100,10,15.2,0.0,0,0,53.759398 -1.544385,51.8,184.38,199,11,285,-567,226,2,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1396,1584,1613,1582,1500,1419,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:39.230,-73,-56,100,10,1,8,25,-61,100,11,15.2,0.0,0,0,53.759398 -1.544385,51.8,184.38,199,11,243,-662,110,-179,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1447,1608,1555,1569,1500,1474,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:40.230,-52,-61,100,10,0,8,25,-58,100,10,15.3,0.0,0,0,53.759187 -1.544535,47.4,226.21,200,11,230,-549,134,-2,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1397,1580,1567,1565,1500,1420,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:41.230,-64,-45,100,10,1,8,25,-47,100,12,15.3,0.0,0,0,53.759187 -1.544535,47.4,226.21,200,11,4,5,254,-608,12,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1592,1471,1627,1501,1500,1616,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:42.230,-52,-74,100,11,0,8,25,-50,100,11,15.3,0.0,0,0,53.759225 -1.544849,51.6,-321.71,197,11,4,0,252,-362,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1503,1472,1626,1501,1500,1532,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:43.230,-49,-74,100,10,0,8,25,-46,100,10,15.3,0.0,0,0,53.759462 -1.544650,62.8,46.01,190,9,5,-40,216,1,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1396,1479,1608,1501,1500,1419,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:44.230,-51,-38,100,10,1,8,25,-32,100,10,15.3,0.0,0,0,53.759462 -1.544650,62.8,46.01,190,9,3,-1,273,106,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1367,1473,1636,1501,1500,1389,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:45.230,-58,-58,100,10,1,8,25,-52,100,11,15.3,0.0,0,0,53.759686 -1.544226,69.8,51.18,184,8,6,-286,1024,21,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1390,1524,2012,1501,1500,1413,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:46.230,-66,-63,100,10,1,8,25,-60,100,11,15.3,0.0,0,0,53.759686 -1.544226,69.8,51.18,184,8,4,3,1024,0,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1396,1472,2012,1501,1500,1420,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:47.230,-74,-68,100,10,1,8,25,-66,100,10,15.3,0.0,0,0,53.759910 -1.543795,58.7,55.78,185,10,3,2,918,-2,11,-1024,-93,-1024,1024,0,-1,0,-1,-1,1,-1,-1,-1,0x0000000000000002,1397,1472,1959,1501,1500,1420,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:48.230,-74,-69,100,10,1,8,25,-73,100,10,14.9,0.0,0,0,53.759910 -1.543795,58.7,55.78,185,10,0,3,682,-147,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1438,1472,1841,1500,1500,1464,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:49.230,-76,-74,100,10,0,8,25,-84,100,7,14.9,0.0,0,0,53.760032 -1.543470,52.4,62.84,191,11,-141,-350,284,227,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1331,1536,1642,1463,1500,1351,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:50.230,-65,-74,100,10,0,8,25,-63,100,10,15.2,0.0,0,0,53.760032 -1.543470,52.4,62.84,191,11,4,-200,241,698,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1162,1507,1620,1501,1500,1172,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:51.230,-85,-74,100,10,0,8,25,-65,100,10,15.2,0.0,0,0,53.760172 -1.543151,49.9,39.23,194,11,2,-225,238,132,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1359,1512,1619,1500,1500,1381,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:52.230,-79,-70,100,10,0,8,25,-73,100,10,15.2,0.0,0,0,53.760172 -1.543151,49.9,39.23,194,11,-13,-242,292,0,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1396,1515,1646,1497,1500,1420,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:53.230,-83,-74,100,9,1,8,25,-76,100,9,15.2,0.0,0,0,53.760384 -1.543088,50.5,-304.18,195,11,4,-456,267,165,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1350,1558,1633,1501,1500,1371,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:54.230,-85,-69,100,7,1,8,25,-66,100,11,15.2,0.0,0,0,53.760384 -1.543088,50.5,-304.18,195,11,3,-185,330,601,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1203,1505,1665,1501,1500,1216,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:56:55.230,-85,-67,100,10,1,8,25,-65,100,11,15.2,0.0,0,0,53.760531 -1.543340,41.8,299.68,196,11,2,-73,456,543,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1226,1485,1728,1500,1500,1239,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
